Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,108.669998,109.389999,108.220001,109.300003,105.191475,1899800
2018-01-03,110.139999,111.830002,109.820000,110.930000,106.760185,3068400
2018-01-04,110.389999,111.209999,109.750000,110.949997,106.779434,2125000
2018-01-05,110.660004,112.300003,110.120003,112.169998,107.953583,2221200
2018-01-08,112.440002,113.220001,111.650002,112.709999,108.473282,1934400
2018-01-09,112.930000,113.099998,111.540001,111.709999,107.510880,1944100
2018-01-10,111.940002,113.750000,111.860001,112.010002,107.799599,4750900
2018-01-11,112.790001,115.720001,112.459999,115.139999,110.811943,3828100
2018-01-12,114.949997,116.470001,114.790001,115.699997,111.350876,2025300
2018-01-16,115.820000,116.440002,113.080002,113.389999,109.285942,4835600
2018-01-17,113.709999,114.349998,112.139999,113.529999,109.420868,3324300
2018-01-18,113.360001,115.160004,112.820000,114.239998,110.105179,4564600
2018-01-19,113.949997,114.760002,113.470001,114.370003,110.230461,2920600
2018-01-22,114.529999,116.860001,114.410004,116.820000,112.591797,2233200
2018-01-23,117.050003,118.599998,116.879997,117.839996,113.574875,3150700
2018-01-24,117.989998,118.900002,117.199997,118.470001,114.182083,2463900
2018-01-25,118.919998,119.000000,117.029999,117.449997,113.198990,2061200
2018-01-26,117.059998,118.059998,116.800003,117.760002,113.497765,2170900
2018-01-29,117.120003,118.129997,116.419998,116.580002,112.360481,1584900
2018-01-30,115.980003,115.980003,113.900002,115.169998,111.001503,3589100
2018-01-31,115.320000,115.730003,114.430000,115.000000,110.837662,2409800
2018-02-01,115.279999,116.570000,114.580002,116.519997,112.302650,2507600
2018-02-02,115.010002,115.190002,112.410004,112.830002,108.746208,2549400
2018-02-05,111.699997,113.879997,109.000000,109.559998,105.594559,3175900
2018-02-06,107.760002,110.900002,106.089996,108.269997,104.351257,4635500
2018-02-07,108.419998,109.709999,105.760002,105.779999,101.951378,4666000
2018-02-08,106.019997,106.500000,100.980003,101.040001,97.382935,4675600
2018-02-09,101.889999,102.599998,96.540001,100.070000,96.448044,5335700
2018-02-12,101.540001,104.029999,101.330002,103.139999,99.406929,3551500
2018-02-13,102.489998,103.239998,101.610001,102.470001,98.761185,1735300
2018-02-14,101.580002,107.059998,101.500000,106.760002,102.895912,4089200
2018-02-15,106.599998,108.059998,105.010002,107.690002,103.792252,3495500
2018-02-16,107.139999,108.739998,106.599998,107.639999,103.744057,2973500
2018-02-20,107.779999,109.029999,106.150002,107.959999,104.052467,3381600
2018-02-21,107.650002,108.739998,105.779999,105.809998,101.980293,4119300
2018-02-22,106.699997,109.110001,105.940002,107.089996,103.213943,3165900
2018-02-23,107.730003,108.879997,107.330002,108.830002,104.890976,2063900
2018-02-26,109.559998,110.160004,108.570000,109.489998,105.527092,4474300
2018-02-27,109.279999,109.529999,106.739998,106.940002,103.069397,3581300
2018-02-28,101.629997,106.400002,101.309998,101.419998,97.749191,7738700
2018-03-01,101.790001,102.110001,99.839996,101.180000,97.517868,4604900
2018-03-02,100.540001,102.209999,99.400002,101.449997,97.778091,4040000
2018-03-05,100.910004,102.760002,100.400002,101.809998,98.125069,3129500
2018-03-06,102.709999,102.940002,100.739998,101.010002,97.354012,3421300
2018-03-07,99.980003,101.099998,99.330002,100.870003,97.219086,3331400
2018-03-08,101.529999,101.599998,99.660004,100.589996,96.949219,2525900
2018-03-09,101.580002,102.900002,101.279999,102.800003,99.079247,2910200
2018-03-12,102.500000,102.820000,100.489998,100.650002,97.007050,5209100
2018-03-13,101.370003,101.769997,99.680000,100.050003,96.428772,3210400
2018-03-14,100.800003,100.900002,99.639999,99.889999,96.274559,2189300
2018-03-15,100.389999,100.720001,98.180000,98.650002,95.079445,3843000
2018-03-16,98.870003,100.860001,98.550003,100.449997,96.814285,4950800
2018-03-19,99.879997,100.400002,97.440002,98.470001,94.905952,2605100
2018-03-20,99.349998,101.669998,99.239998,101.330002,97.662437,4555100
2018-03-21,101.720001,105.830002,101.639999,104.779999,100.987572,5288900
2018-03-22,103.519997,105.080002,103.160004,104.290001,100.515305,6672800
2018-03-23,104.750000,106.730003,104.699997,105.860001,102.028488,6576400
2018-03-26,106.870003,107.650002,105.720001,107.570000,103.676590,4818100
2018-03-27,107.459999,107.910004,105.489998,106.330002,102.481468,5199900
2018-03-28,105.800003,107.199997,103.260002,103.820000,100.062325,5512400
2018-03-29,104.650002,105.860001,104.169998,105.269997,101.459831,3393000
2018-04-02,104.940002,105.139999,100.239998,102.930000,99.204536,3757700
2018-04-03,103.480003,105.309998,101.790001,105.070000,101.267075,3477100
2018-04-04,103.550003,104.559998,103.050003,104.169998,100.399643,4241900
2018-04-05,104.599998,105.379997,103.779999,104.379997,100.602051,3842500
2018-04-06,104.070000,104.070000,98.800003,101.930000,98.240723,6473900
2018-04-09,102.480003,105.320000,101.830002,103.379997,99.638245,4634300
2018-04-10,105.089996,109.080002,105.000000,107.660004,103.763336,5435600
2018-04-11,107.430000,110.139999,106.940002,109.400002,105.440353,3466500
2018-04-12,109.470001,110.839996,108.209999,109.980003,105.999367,4378400
2018-04-13,110.449997,111.250000,109.620003,111.019997,107.182007,3338200
2018-04-16,111.650002,111.690002,110.699997,111.019997,107.182007,2745000
2018-04-17,111.160004,111.860001,110.360001,111.150002,107.307526,3720100
2018-04-18,112.110001,114.180000,111.599998,112.849998,108.948753,5109500
2018-04-19,113.410004,114.709999,112.480003,114.040001,110.097618,4963200
2018-04-20,113.529999,114.570000,112.660004,113.970001,110.030022,3112400
2018-04-23,113.650002,114.959999,112.809998,114.839996,110.869957,2146900
2018-04-24,115.320000,116.430000,113.370003,114.589996,110.628593,3632300
