Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,81.000000,81.419998,80.139999,81.220001,81.220001,405000
2018-01-03,81.480003,81.900002,80.980003,81.760002,81.760002,312800
2018-01-04,82.129997,83.580002,82.110001,82.750000,82.750000,284800
2018-01-05,83.129997,83.930000,83.110001,83.629997,83.629997,241500
2018-01-08,83.639999,84.320000,83.239998,83.930000,83.930000,266400
2018-01-09,84.309998,84.599998,83.910004,83.989998,83.989998,238300
2018-01-10,83.760002,83.760002,82.080002,82.349998,82.349998,922600
2018-01-11,82.589996,83.720001,82.589996,83.290001,83.290001,842400
2018-01-12,83.379997,83.730003,82.989998,83.669998,83.669998,359600
2018-01-16,84.239998,84.519997,83.220001,83.320000,83.320000,284800
2018-01-17,83.690002,84.339996,83.330002,83.830002,83.830002,460300
2018-01-18,83.830002,84.739998,83.379997,84.129997,84.129997,328900
2018-01-19,85.000000,87.260002,84.919998,86.940002,86.940002,463800
2018-01-22,86.650002,86.709999,85.570000,86.419998,86.419998,314700
2018-01-23,86.419998,86.660004,85.709999,85.870003,85.870003,276600
2018-01-24,86.169998,86.480003,84.430000,84.459999,84.459999,624600
2018-01-25,85.269997,85.269997,83.209999,83.410004,83.410004,417400
2018-01-26,83.830002,84.239998,82.529999,84.019997,84.019997,444100
2018-01-29,83.879997,84.529999,83.230003,83.360001,83.360001,333900
2018-01-30,82.559998,83.449997,81.970001,82.419998,82.419998,423800
2018-01-31,82.879997,83.190002,81.269997,81.339996,81.339996,408900
2018-02-01,81.129997,82.370003,80.839996,82.040001,82.040001,377900
2018-02-02,81.410004,82.129997,80.790001,81.000000,81.000000,624400
2018-02-05,80.480003,81.559998,79.150002,79.150002,79.150002,877200
2018-02-06,79.620003,79.860001,74.230003,78.709999,78.709999,1307100
2018-02-07,78.820000,81.480003,77.690002,79.620003,79.620003,703800
2018-02-08,79.760002,79.760002,76.239998,76.320000,76.320000,938700
2018-02-09,77.089996,77.209999,73.930000,76.089996,76.089996,634800
2018-02-12,77.510002,78.959999,76.699997,77.940002,77.940002,524900
2018-02-13,78.080002,78.589996,76.959999,78.410004,78.410004,326900
2018-02-14,78.050003,80.430000,77.940002,80.190002,80.190002,510400
2018-02-15,80.580002,81.510002,79.589996,81.470001,81.470001,428700
2018-02-16,81.089996,82.269997,80.739998,81.809998,81.809998,554100
2018-02-20,81.300003,82.949997,79.900002,81.949997,81.949997,613900
